Split,ERA,W,L,SV,SVOP,GP,GS,CG,IP,H,R,ER,HR,BB,K,OBA,Year,Player
vs. COL,0.00,0,0,1,1,3,0,0,3.2,1,0,0,0,2,6,.083,2011,Mark Melancon
vs. MIA,0.00,0,0,0,0,3,0,0,2.1,0,0,0,0,0,1,.000,2011,Mark Melancon
vs. MIL,1.93,0,0,0,0,5,0,0,4.2,6,1,1,0,2,3,.316,2011,Mark Melancon
vs. NYM,4.50,1,0,0,0,2,0,0,2.0,2,1,1,0,1,1,.286,2011,Mark Melancon
vs. PHI,0.00,0,0,0,0,3,0,0,3.0,3,0,0,0,2,2,.250,2011,Mark Melancon
vs. PIT,1.17,0,1,5,5,7,0,0,7.2,5,3,1,0,0,5,.172,2011,Mark Melancon
Count 3-1,5,2,2,0,0,1,2,8,0,0,0,0,.400,.769,1.000,1.769,2011,Mark Melancon
Batting #2,29,2,10,1,0,0,2,2,0,3,0,0,.345,.387,.379,.766,2011,Mark Melancon
Batting #3,26,6,10,3,0,2,8,6,1,5,0,0,.385,.515,.731,1.246,2011,Mark Melancon
Batting #4,34,3,3,0,0,0,1,4,1,11,0,0,.088,.205,.088,.293,2011,Mark Melancon
Batting #5,31,2,4,2,0,0,4,3,0,7,0,0,.129,.206,.194,.399,2011,Mark Melancon
Situation,AB,R,H,2B,3B,HR,RBI,BB,HBP,SO,SB,CS,AVG,OBP,SLG,OPS,2011,Mark Melancon
None On,151,2,38,6,0,2,2,10,2,34,0,0,.252,.307,.331,.638,2011,Mark Melancon
Runners On,127,26,27,5,0,3,26,16,0,32,6,2,.213,.301,.323,.624,2011,Mark Melancon
Scoring Position,76,22,15,3,0,1,22,12,0,20,1,0,.197,.307,.276,.583,2011,Mark Melancon
Bases Loaded,7,4,2,1,0,0,5,1,0,1,0,0,.286,.375,.429,.804,2011,Mark Melancon
"Scoring Position, 2 out",37,12,7,1,0,1,12,9,0,13,0,0,.189,.348,.297,.645,2011,Mark Melancon
Rest (as reliever),AB,R,H,2B,3B,HR,RBI,BB,HBP,SO,SB,CS,AVG,OBP,SLG,OPS,2011,Mark Melancon
As Reliever,278,28,65,11,0,5,28,26,2,66,6,2,.234,.304,.327,.631,2011,Mark Melancon
All Splits,4.22,2,0,0,1,22,0,0,21.1,19,13,10,2,8,22,.238,2010,Mark Melancon
Home,4.50,1,0,0,1,13,0,0,12.0,11,7,6,2,2,11,.250,2010,Mark Melancon
Away,3.86,1,0,0,0,9,0,0,9.1,8,6,4,0,6,11,.222,2010,Mark Melancon
Day,7.20,0,0,0,0,6,0,0,5.0,3,5,4,1,1,6,.158,2010,Mark Melancon
Night,3.31,2,0,0,1,16,0,0,16.1,16,8,6,1,7,16,.262,2010,Mark Melancon
May,9.00,0,0,0,0,2,0,0,4.0,7,5,4,1,0,3,.389,2010,Mark Melancon
August,2.25,1,0,0,1,7,0,0,8.0,6,4,2,1,4,8,.207,2010,Mark Melancon
September,4.00,1,0,0,0,12,0,0,9.0,5,4,4,0,4,11,.161,2010,Mark Melancon
October,0.00,0,0,0,0,1,0,0,0.1,1,0,0,0,0,0,.500,2010,Mark Melancon
Last 7 Days,---,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,.000,2010,Mark Melancon
Opponent,ERA,W,L,SV,SVOP,GP,GS,CG,IP,H,R,ER,HR,BB,K,OBA,2010,Mark Melancon
vs. CHC,0.00,0,0,0,0,2,0,0,1.1,1,0,0,0,0,1,.200,2010,Mark Melancon
vs. CHW,9.00,0,0,0,0,1,0,0,2.0,2,3,2,1,0,1,.222,2010,Mark Melancon
vs. CIN,0.00,0,0,0,0,2,0,0,1.0,0,0,0,0,0,1,.000,2010,Mark Melancon
vs. LAD,0.00,0,0,0,0,2,0,0,2.0,0,0,0,0,1,3,.000,2010,Mark Melancon
vs. MIA,13.50,0,0,0,0,1,0,0,0.2,2,3,1,0,2,1,.400,2010,Mark Melancon
vs. MIL,9.00,0,0,0,0,2,0,0,1.0,1,1,1,0,1,0,.250,2010,Mark Melancon
vs. NYM,3.00,1,0,0,1,3,0,0,3.0,2,1,1,1,0,2,.200,2010,Mark Melancon
vs. PIT,13.50,0,0,0,0,2,0,0,1.1,1,2,2,0,1,3,.200,2010,Mark Melancon
vs. STL,0.00,0,0,0,0,1,0,0,0.2,0,0,0,0,0,1,.000,2010,Mark Melancon
vs. TB,9.00,0,0,0,0,1,0,0,2.0,5,2,2,0,0,2,.556,2010,Mark Melancon
vs. WSH,4.50,0,0,0,0,2,0,0,2.0,3,1,1,0,0,3,.333,2010,Mark Melancon
Stadium,ERA,W,L,SV,SVOP,GP,GS,CG,IP,H,R,ER,HR,BB,K,OBA,2010,Mark Melancon
Rest (as reliever),AB,R,H,2B,3B,HR,RBI,BB,HBP,SO,SB,CS,AVG,OBP,SLG,OPS,2010,Mark Melancon
All Splits,3.86,0,1,0,1,13,0,0,16.1,13,8,7,0,10,10,.217,2009,Mark Melancon
Home,6.23,0,0,0,1,5,0,0,4.1,4,3,3,0,6,3,.250,2009,Mark Melancon
Away,3.00,0,1,0,0,8,0,0,12.0,9,5,4,0,4,7,.205,2009,Mark Melancon
Day,9.00,0,0,0,0,2,0,0,1.0,1,1,1,0,2,1,.333,2009,Mark Melancon
Night,3.52,0,1,0,1,11,0,0,15.1,12,7,6,0,8,9,.211,2009,Mark Melancon
April,0.00,0,0,0,0,2,0,0,3.0,1,0,0,0,1,2,.100,2009,Mark Melancon
May,54.00,0,0,0,1,2,0,0,0.1,1,2,2,0,4,0,.500,2009,Mark Melancon
July,3.00,0,1,0,0,3,0,0,6.0,5,3,2,0,0,4,.217,2009,Mark Melancon
August,0.00,0,0,0,0,2,0,0,2.0,0,0,0,0,1,1,.000,2009,Mark Melancon
September,5.40,0,0,0,0,4,0,0,5.0,6,3,3,0,4,3,.300,2009,Mark Melancon
Last 7 Days,6.75,0,0,0,0,1,0,0,1.1,1,1,1,0,1,2,.200,2009,Mark Melancon
vs. BAL,0.00,0,0,0,0,1,0,0,1.1,2,0,0,0,0,0,.400,2009,Mark Melancon
vs. BOS,2.70,0,0,0,0,3,0,0,3.1,1,1,1,0,5,2,.091,2009,Mark Melancon
vs. CHW,0.00,0,0,0,0,2,0,0,2.0,1,0,0,0,0,2,.167,2009,Mark Melancon
vs. DET,0.00,0,0,0,0,1,0,0,1.0,0,0,0,0,0,1,.000,2009,Mark Melancon
vs. LAA,10.13,0,1,0,1,2,0,0,2.2,4,4,3,0,1,0,.333,2009,Mark Melancon
vs. TB,0.00,0,0,0,0,1,0,0,2.1,1,0,0,0,0,2,.125,2009,Mark Melancon
vs. TOR,7.36,0,0,0,0,3,0,0,3.2,4,3,3,0,4,3,.267,2009,Mark Melancon
Angel Stadium,7.71,0,1,0,0,1,0,0,2.1,3,3,2,0,0,0,.300,2009,Mark Melancon
Comerica Park,0.00,0,0,0,0,1,0,0,1.0,0,0,0,0,0,1,.000,2009,Mark Melancon
Fenway Park,0.00,0,0,0,0,1,0,0,2.0,1,0,0,0,1,1,.143,2009,Mark Melancon
Rogers Centre,7.71,0,0,0,0,2,0,0,2.1,3,2,2,0,3,1,.300,2009,Mark Melancon
Tropicana Field,0.00,0,0,0,0,1,0,0,2.1,1,0,0,0,0,2,.125,2009,Mark Melancon
All Splits,4.66,2,2,0,0,9,4,0,19.1,20,11,10,7,4,25,.267,2020,Adrian Morejon
Home,9.39,1,2,0,0,5,2,0,7.2,11,9,8,5,3,12,.324,2020,Adrian Morejon
Away,1.54,1,0,0,0,4,2,0,11.2,9,2,2,2,1,13,.220,2020,Adrian Morejon
Day,7.84,0,2,0,0,5,4,0,10.1,11,10,9,6,4,15,.256,2020,Adrian Morejon
Night,1.00,2,0,0,0,4,0,0,9.0,9,1,1,1,0,10,.281,2020,Adrian Morejon
August,3.52,1,0,0,0,3,2,0,7.2,7,3,3,1,2,9,.250,2020,Adrian Morejon
September,5.40,1,2,0,0,6,2,0,11.2,13,8,7,6,2,16,.277,2020,Adrian Morejon
Last 7 Days,12.27,0,1,0,0,2,1,0,3.2,6,5,5,4,2,5,.353,2020,Adrian Morejon
Last 15 Days,7.27,0,2,0,0,4,2,0,8.2,10,8,7,6,2,11,.278,2020,Adrian Morejon
Last 30 Days,4.30,2,2,0,0,7,2,0,14.2,17,8,7,6,2,18,.293,2020,Adrian Morejon
Opponent,ERA,W,L,SV,SVOP,GP,GS,CG,IP,H,R,ER,HR,BB,K,OBA,2020,Adrian Morejon
vs. HOU,16.20,0,0,0,0,1,1,0,1.2,3,3,3,1,1,3,.375,2020,Adrian Morejon
vs. LAA,36.00,0,1,0,0,1,0,0,1.0,3,4,4,3,2,1,.500,2020,Adrian Morejon
vs. LAD,4.50,0,1,0,0,1,1,0,2.0,2,2,1,1,0,3,.222,2020,Adrian Morejon
vs. SF,2.08,1,0,0,0,2,1,0,4.1,5,1,1,1,0,7,.294,2020,Adrian Morejon
vs. SEA,3.00,0,0,0,0,1,0,0,3.0,2,1,1,1,0,3,.200,2020,Adrian Morejon
vs. TEX,0.00,0,0,0,0,1,1,0,3.0,0,0,0,0,1,4,.000,2020,Adrian Morejon
Stadium,ERA,W,L,SV,SVOP,GP,GS,CG,IP,H,R,ER,HR,BB,K,OBA,2020,Adrian Morejon
Coors Field,0.00,1,0,0,0,1,0,0,3.0,4,0,0,0,0,2,.364,2020,Adrian Morejon
PETCO Park,7.59,1,2,0,0,6,2,0,10.2,13,10,9,6,3,15,.295,2020,Adrian Morejon
Count,AB,R,H,2B,3B,HR,RBI,BB,HBP,SO,SB,CS,AVG,OBP,SLG,OPS,2020,Adrian Morejon
Count 0-0,10,1,2,0,0,1,1,0,0,0,0,0,.200,.200,.500,.700,2020,Adrian Morejon
Count 0-1,8,3,4,1,0,1,3,0,0,0,0,0,.500,.500,1.000,1.500,2020,Adrian Morejon
All Splits,10.13,0,0,0,0,5,2,0,8.0,15,9,9,1,3,9,.385,2019,Adrian Morejon
Home,10.80,0,0,0,0,1,1,0,1.2,2,2,2,0,3,2,.286,2019,Adrian Morejon
Away,9.95,0,0,0,0,4,1,0,6.1,13,7,7,1,0,7,.406,2019,Adrian Morejon
Day,5.40,0,0,0,0,3,2,0,5.0,6,3,3,0,3,4,.286,2019,Adrian Morejon
Night,18.00,0,0,0,0,2,0,0,3.0,9,6,6,1,0,5,.500,2019,Adrian Morejon
July,5.40,0,0,0,0,3,2,0,5.0,6,3,3,0,3,4,.286,2019,Adrian Morejon
August,18.00,0,0,0,0,2,0,0,3.0,9,6,6,1,0,5,.500,2019,Adrian Morejon
Opponent,ERA,W,L,SV,SVOP,GP,GS,CG,IP,H,R,ER,HR,BB,K,OBA,2019,Adrian Morejon
vs. CHC,3.86,0,0,0,0,1,1,0,2.1,3,1,1,0,0,1,.300,2019,Adrian Morejon
vs. LAD,9.00,0,0,0,0,1,0,0,2.0,5,2,2,0,0,4,.455,2019,Adrian Morejon
vs. NYM,0.00,0,0,0,0,1,0,0,1.0,1,0,0,0,0,1,.250,2019,Adrian Morejon
vs. SEA,36.00,0,0,0,0,1,0,0,1.0,4,4,4,1,0,1,.571,2019,Adrian Morejon
Stadium,ERA,W,L,SV,SVOP,GP,GS,CG,IP,H,R,ER,HR,BB,K,OBA,2019,Adrian Morejon
Citi Field,0.00,0,0,0,0,1,0,0,1.0,1,0,0,0,0,1,.250,2019,Adrian Morejon
Dodger Stadium,9.00,0,0,0,0,1,0,0,2.0,5,2,2,0,0,4,.455,2019,Adrian Morejon
PETCO Park,10.80,0,0,0,0,1,1,0,1.2,2,2,2,0,3,2,.286,2019,Adrian Morejon
Safeco Field,36.00,0,0,0,0,1,0,0,1.0,4,4,4,1,0,1,.571,2019,Adrian Morejon
Wrigley Field,3.86,0,0,0,0,1,1,0,2.1,3,1,1,0,0,1,.300,2019,Adrian Morejon
Count 0-0,4,1,3,3,0,0,0,0,0,0,1,0,.750,.750,1.500,2.250,2019,Adrian Morejon
Count 0-1,6,4,4,2,0,1,4,0,0,0,0,0,.667,.667,1.500,2.167,2019,Adrian Morejon
Count 0-2,7,0,1,0,0,0,0,0,0,4,0,0,.143,.143,.143,.286,2019,Adrian Morejon
Count 1-0,4,0,1,0,0,0,0,0,0,0,0,0,.250,.250,.250,.500,2019,Adrian Morejon
Count 1-1,3,1,2,0,0,0,1,0,0,0,0,0,.667,.667,.667,1.333,2019,Adrian Morejon
All Splits,3.86,1,5,0,0,8,8,0,39.2,33,17,17,5,16,55,.226,2020,Joe Musgrove
Home,2.41,0,2,0,0,4,4,0,18.2,13,5,5,2,6,28,.191,2020,Joe Musgrove
Away,5.14,1,3,0,0,4,4,0,21.0,20,12,12,3,10,27,.256,2020,Joe Musgrove
Day,4.82,0,1,0,0,2,2,0,9.1,9,5,5,0,6,13,.243,2020,Joe Musgrove
Night,3.56,1,4,0,0,6,6,0,30.1,24,12,12,5,10,42,.220,2020,Joe Musgrove
July,4.76,0,2,0,0,2,2,0,11.1,9,6,6,4,6,15,.225,2020,Joe Musgrove
August,13.50,0,1,0,0,1,1,0,3.1,6,5,5,0,5,2,.400,2020,Joe Musgrove
September,2.16,1,2,0,0,5,5,0,25.0,18,6,6,1,5,38,.198,2020,Joe Musgrove
Last 7 Days,0.00,1,0,0,0,1,1,0,7.0,3,0,0,0,1,10,.130,2020,Joe Musgrove
Last 15 Days,2.00,1,1,0,0,3,3,0,18.0,12,4,4,1,3,29,.185,2020,Joe Musgrove
Last 30 Days,2.16,1,2,0,0,5,5,0,25.0,18,6,6,1,5,38,.198,2020,Joe Musgrove
vs. CHC,6.00,0,1,0,0,1,1,0,3.0,3,2,2,0,0,4,.250,2020,Joe Musgrove
vs. CHW,0.00,0,0,0,0,1,1,0,4.0,3,0,0,0,2,5,.214,2020,Joe Musgrove
vs. CIN,7.20,0,1,0,0,1,1,0,5.0,6,4,4,1,1,8,.300,2020,Joe Musgrove
vs. CLE,0.00,1,0,0,0,1,1,0,7.0,3,0,0,0,1,10,.130,2020,Joe Musgrove
vs. MIL,4.76,0,1,0,0,1,1,0,5.2,4,3,3,2,3,8,.200,2020,Joe Musgrove
vs. MIN,13.50,0,1,0,0,1,1,0,3.1,6,5,5,0,5,2,.400,2020,Joe Musgrove
vs. STL,2.31,0,1,0,0,2,2,0,11.2,8,3,3,2,4,18,.190,2020,Joe Musgrove
Busch Stadium II,4.76,0,1,0,0,1,1,0,5.2,5,3,3,2,3,7,.250,2020,Joe Musgrove
Great American,7.20,0,1,0,0,1,1,0,5.0,6,4,4,1,1,8,.300,2020,Joe Musgrove
PNC Park,2.41,0,2,0,0,4,4,0,18.2,13,5,5,2,6,28,.191,2020,Joe Musgrove
Progressive Field,0.00,1,0,0,0,1,1,0,7.0,3,0,0,0,1,10,.130,2020,Joe Musgrove
Target Field,13.50,0,1,0,0,1,1,0,3.1,6,5,5,0,5,2,.400,2020,Joe Musgrove
All Splits,4.44,11,12,0,0,32,31,0,170.1,168,98,84,21,39,157,.254,2019,Joe Musgrove
Home,5.09,5,6,0,0,16,16,0,88.1,89,58,50,15,18,83,.255,2019,Joe Musgrove
Away,3.73,6,6,0,0,16,15,0,82.0,79,40,34,6,21,74,.252,2019,Joe Musgrove
Day,5.70,3,3,0,0,9,8,0,42.2,53,31,27,8,7,38,.299,2019,Joe Musgrove
Night,4.02,8,9,0,0,23,23,0,127.2,115,67,57,13,32,119,.237,2019,Joe Musgrove
March,0.00,0,0,0,0,1,0,0,2.0,0,0,0,0,0,1,.000,2019,Joe Musgrove
April,1.64,1,2,0,0,5,5,0,33.0,24,10,6,1,7,30,.202,2019,Joe Musgrove
May,8.10,2,4,0,0,6,6,0,30.0,38,30,27,4,12,20,.302,2019,Joe Musgrove
June,3.51,3,1,0,0,5,5,0,25.2,29,10,10,3,3,23,.279,2019,Joe Musgrove
July,4.11,2,2,0,0,6,6,0,30.2,25,17,14,8,7,30,.217,2019,Joe Musgrove
August,6.27,1,3,0,0,6,6,0,33.0,40,24,23,5,6,32,.299,2019,Joe Musgrove
Last 7 Days,3.00,1,0,0,0,1,1,0,6.0,3,3,2,0,2,8,.143,2019,Joe Musgrove
Last 15 Days,3.27,1,0,0,0,2,2,0,11.0,8,7,4,0,4,14,.205,2019,Joe Musgrove
Last 30 Days,2.25,2,0,0,0,3,3,0,16.0,12,7,4,0,4,21,.207,2019,Joe Musgrove
Opponent,ERA,W,L,SV,SVOP,GP,GS,CG,IP,H,R,ER,HR,BB,K,OBA,2019,Joe Musgrove
vs. ARI,2.08,1,0,0,0,2,2,0,13.0,6,3,3,1,4,10,.136,2019,Joe Musgrove
vs. ATL,6.39,1,1,0,0,3,3,0,12.2,15,9,9,2,3,10,.288,2019,Joe Musgrove
vs. CHC,1.59,1,1,0,0,4,4,0,22.2,12,7,4,0,4,27,.152,2019,Joe Musgrove
vs. COL,4.50,1,0,0,0,1,1,0,6.0,8,3,3,1,1,5,.348,2019,Joe Musgrove
vs. DET,2.57,0,0,0,0,1,1,0,7.0,6,2,2,0,1,6,.231,2019,Joe Musgrove
vs. HOU,0.00,1,0,0,0,1,1,0,6.0,9,0,0,0,0,5,.346,2019,Joe Musgrove
vs. LAD,5.40,0,2,0,0,2,2,0,11.2,16,9,7,0,1,6,.327,2019,Joe Musgrove
vs. MIL,6.00,0,1,0,0,2,2,0,12.0,16,8,8,5,3,11,.314,2019,Joe Musgrove
Batting #3,82,13,23,6,2,1,13,4,0,16,0,1,.280,.310,.439,.749,2019,Joe Musgrove
Batting #7,65,8,14,3,0,1,8,4,1,14,0,0,.215,.264,.308,.572,2019,Joe Musgrove
Batting #8,63,7,15,5,0,0,7,5,0,14,1,1,.238,.294,.317,.612,2019,Joe Musgrove
Batting #9,62,1,6,2,0,0,1,1,0,29,0,1,.097,.111,.129,.240,2019,Joe Musgrove
Situation,AB,R,H,2B,3B,HR,RBI,BB,HBP,SO,SB,CS,AVG,OBP,SLG,OPS,2019,Joe Musgrove
"Scoring Position, 2 out",56,10,10,0,1,2,10,3,2,16,0,0,.179,.246,.321,.567,2019,Joe Musgrove
Inning Pitches,AB,R,H,2B,3B,HR,RBI,BB,HBP,SO,SB,CS,AVG,OBP,SLG,OPS,2019,Joe Musgrove
1st Time Faced In Game,271,21,58,21,1,4,19,13,4,71,0,1,.214,.260,.343,.603,2019,Joe Musgrove
2nd Time Faced In Game,237,38,64,15,2,11,37,12,3,51,1,1,.270,.310,.489,.799,2019,Joe Musgrove
3rd Time Faced In Game,148,26,43,12,1,4,25,14,2,34,0,1,.291,.355,.466,.822,2019,Joe Musgrove
4th+ Time Faced In Game,6,4,3,0,1,2,4,0,0,1,0,0,.500,.500,1.833,2.333,2019,Joe Musgrove
Rest (as reliever),AB,R,H,2B,3B,HR,RBI,BB,HBP,SO,SB,CS,AVG,OBP,SLG,OPS,2019,Joe Musgrove
As Starter,656,98,168,48,5,21,85,39,9,156,2,3,.256,.304,.441,.745,2019,Joe Musgrove
As Reliever,6,0,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,2019,Joe Musgrove
All Splits,4.06,6,9,0,0,19,19,0,115.1,113,56,52,12,23,100,.253,2018,Joe Musgrove
Home,4.21,4,5,0,0,11,11,0,66.1,68,32,31,7,16,60,.261,2018,Joe Musgrove
Away,3.86,2,4,0,0,8,8,0,49.0,45,24,21,5,7,40,.242,2018,Joe Musgrove
Day,6.21,0,4,0,0,5,5,0,29.0,34,21,20,2,11,21,.291,2018,Joe Musgrove
Night,3.34,6,5,0,0,14,14,0,86.1,79,35,32,10,12,79,.239,2018,Joe Musgrove
May,0.64,2,0,0,0,2,2,0,14.0,12,1,1,0,4,12,.231,2018,Joe Musgrove
June,5.47,1,3,0,0,5,5,0,26.1,33,18,16,3,7,24,.303,2018,Joe Musgrove
July,3.38,1,2,0,0,4,4,0,26.2,22,10,10,3,8,18,.222,2018,Joe Musgrove
August,4.20,1,3,0,0,5,5,0,30.0,29,16,14,5,2,26,.248,2018,Joe Musgrove
September,5.40,1,1,0,0,3,3,0,18.1,17,11,11,1,2,20,.243,2018,Joe Musgrove
Opponent,ERA,W,L,SV,SVOP,GP,GS,CG,IP,H,R,ER,HR,BB,K,OBA,2018,Joe Musgrove
vs. CHC,1.29,2,0,0,0,2,2,0,14.0,12,2,2,1,4,12,.222,2018,Joe Musgrove
vs. CIN,6.75,1,1,0,0,2,2,0,10.2,13,8,8,2,1,14,.295,2018,Joe Musgrove
vs. CLE,2.57,1,0,0,0,1,1,0,7.0,5,2,2,1,1,2,.200,2018,Joe Musgrove
vs. COL,1.29,0,1,0,0,1,1,0,7.0,4,2,1,0,0,2,.167,2018,Joe Musgrove
vs. KC,7.50,0,0,0,0,1,1,0,6.0,8,5,5,0,0,4,.320,2018,Joe Musgrove
vs. LAD,5.40,0,1,0,0,1,1,0,5.0,6,4,3,2,1,5,.300,2018,Joe Musgrove
vs. MIL,6.94,0,0,0,0,2,2,0,11.2,13,9,9,3,4,9,.277,2018,Joe Musgrove
vs. SD,0.00,1,0,0,0,1,1,0,7.0,7,0,0,0,2,5,.269,2018,Joe Musgrove
vs. SF,4.50,0,1,0,0,1,1,0,6.0,7,4,3,0,1,6,.292,2018,Joe Musgrove
vs. STL,4.26,1,2,0,0,3,3,0,19.0,16,9,9,2,3,22,.229,2018,Joe Musgrove
vs. WSH,3.60,0,1,0,0,1,1,0,5.0,5,2,2,1,1,9,.250,2018,Joe Musgrove
Stadium,ERA,W,L,SV,SVOP,GP,GS,CG,IP,H,R,ER,HR,BB,K,OBA,2018,Joe Musgrove
Inning Pitches,AB,R,H,2B,3B,HR,RBI,BB,HBP,SO,SB,CS,AVG,OBP,SLG,OPS,2018,Joe Musgrove
4th+ Time Faced In Game,12,3,2,0,1,0,3,2,0,2,0,0,.167,.286,.333,.619,2018,Joe Musgrove
Rest (as reliever),AB,R,H,2B,3B,HR,RBI,BB,HBP,SO,SB,CS,AVG,OBP,SLG,OPS,2018,Joe Musgrove
As Starter,447,56,113,19,3,12,51,23,8,100,2,1,.253,.298,.389,.687,2018,Joe Musgrove
All Splits,4.77,7,8,2,4,38,15,0,109.1,117,59,58,18,28,98,.277,2017,Joe Musgrove
Home,4.52,3,7,2,2,20,10,0,65.2,67,34,33,12,22,63,.268,2017,Joe Musgrove
Away,5.15,4,1,0,2,18,5,0,43.2,50,25,25,6,6,35,.291,2017,Joe Musgrove
Day,7.71,2,2,1,3,10,4,0,25.2,29,23,22,7,11,26,.293,2017,Joe Musgrove
Night,3.87,5,6,1,1,28,11,0,83.2,88,36,36,11,17,72,.272,2017,Joe Musgrove
April,4.88,1,2,0,0,5,5,0,27.2,30,15,15,5,7,19,.280,2017,Joe Musgrove
May,4.91,3,2,0,0,5,5,0,25.2,29,15,14,4,10,24,.299,2017,Joe Musgrove
June,10.29,0,3,0,0,3,3,0,14.0,23,16,16,5,4,13,.371,2017,Joe Musgrove
July,5.17,1,1,0,0,5,2,0,15.2,17,9,9,2,2,16,.266,2017,Joe Musgrove
August,1.17,1,0,0,1,11,0,0,15.1,8,2,2,1,5,15,.163,2017,Joe Musgrove
September,1.64,1,0,2,3,9,0,0,11.0,10,2,2,1,0,11,.233,2017,Joe Musgrove
Opponent,ERA,W,L,SV,SVOP,GP,GS,CG,IP,H,R,ER,HR,BB,K,OBA,2017,Joe Musgrove
vs. ARI,0.00,0,0,0,0,1,0,0,1.1,1,0,0,0,0,0,.200,2017,Joe Musgrove
vs. ATL,4.63,1,0,0,0,2,2,0,11.2,9,6,6,3,3,10,.225,2017,Joe Musgrove
vs. BAL,0.00,1,0,0,0,2,1,0,8.0,4,0,0,0,0,7,.148,2017,Joe Musgrove
vs. BOS,6.75,0,1,0,0,2,1,0,6.2,7,5,5,2,2,7,.269,2017,Joe Musgrove
vs. CHW,0.00,0,0,1,1,2,0,0,3.1,3,0,0,0,0,4,.250,2017,Joe Musgrove
vs. CLE,21.00,0,1,0,0,1,1,0,3.0,8,7,7,1,3,4,.471,2017,Joe Musgrove
vs. LAA,7.00,1,1,0,1,5,1,0,9.0,10,7,7,3,3,9,.286,2017,Joe Musgrove
vs. MIA,1.59,1,0,0,0,1,1,0,5.2,8,1,1,0,1,5,.364,2017,Joe Musgrove
vs. MIN,7.20,0,1,0,0,1,1,0,5.0,8,4,4,1,2,5,.364,2017,Joe Musgrove
vs. NYM,0.00,1,0,0,0,1,0,0,2.1,2,0,0,0,0,2,.222,2017,Joe Musgrove
vs. OAK,1.86,0,1,0,1,5,1,0,9.2,8,2,2,1,2,9,.229,2017,Joe Musgrove
Batting #3,55,8,17,5,0,3,9,0,0,8,0,0,.309,.304,.564,.867,2017,Joe Musgrove
Batting #7,43,15,12,2,1,2,10,1,0,10,0,0,.279,.295,.512,.807,2017,Joe Musgrove
Batting #8,40,3,13,3,1,0,3,3,2,7,0,0,.325,.400,.450,.850,2017,Joe Musgrove
Batting #9,36,5,5,1,0,1,5,7,0,14,1,0,.139,.279,.250,.529,2017,Joe Musgrove
Situation,AB,R,H,2B,3B,HR,RBI,BB,HBP,SO,SB,CS,AVG,OBP,SLG,OPS,2017,Joe Musgrove
"Scoring Position, 2 out",50,22,14,3,1,3,20,2,0,15,1,0,.280,.308,.560,.868,2017,Joe Musgrove
Rest (as reliever),AB,R,H,2B,3B,HR,RBI,BB,HBP,SO,SB,CS,AVG,OBP,SLG,OPS,2017,Joe Musgrove
As Starter,310,54,95,14,3,16,46,23,2,67,1,2,.306,.356,.526,.882,2017,Joe Musgrove
As Reliever,112,5,22,8,0,2,8,5,2,31,1,0,.196,.244,.321,.565,2017,Joe Musgrove
All Splits,4.06,4,4,0,0,11,10,0,62.0,59,28,28,9,16,55,.250,2016,Joe Musgrove
Home,1.75,3,1,0,0,6,5,0,36.0,24,7,7,2,9,37,.185,2016,Joe Musgrove
Away,7.27,1,3,0,0,5,5,0,26.0,35,21,21,7,7,18,.330,2016,Joe Musgrove
Day,3.44,1,1,0,0,3,3,0,18.1,20,7,7,2,2,13,.274,2016,Joe Musgrove
Night,4.33,3,3,0,0,8,7,0,43.2,39,21,21,7,14,42,.239,2016,Joe Musgrove
August,4.36,2,2,0,0,6,5,0,33.0,34,16,16,5,6,32,.268,2016,Joe Musgrove
September,3.72,2,2,0,0,5,5,0,29.0,25,12,12,4,10,23,.229,2016,Joe Musgrove
Last 7 Days,---,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,.000,2016,Joe Musgrove
Opponent,ERA,W,L,SV,SVOP,GP,GS,CG,IP,H,R,ER,HR,BB,K,OBA,2016,Joe Musgrove
vs. BAL,13.50,0,1,0,0,1,1,0,5.1,11,8,8,3,1,2,.440,2016,Joe Musgrove
vs. CHC,3.00,0,1,0,0,1,1,0,6.0,3,2,2,1,3,5,.143,2016,Joe Musgrove
vs. OAK,0.84,1,0,0,0,2,2,0,10.2,5,1,1,0,6,11,.143,2016,Joe Musgrove
vs. PIT,11.25,0,1,0,0,1,1,0,4.0,8,5,5,1,0,2,.421,2016,Joe Musgrove
vs. TEX,4.58,1,1,0,0,3,3,0,17.2,18,9,9,3,4,16,.257,2016,Joe Musgrove
vs. TOR,1.59,1,0,0,0,2,1,0,11.1,7,2,2,1,2,15,.179,2016,Joe Musgrove
Stadium,ERA,W,L,SV,SVOP,GP,GS,CG,IP,H,R,ER,HR,BB,K,OBA,2016,Joe Musgrove
Arlington Stadium,10.38,0,1,0,0,1,1,0,4.1,8,5,5,2,2,3,.400,2016,Joe Musgrove
Camden Yards,13.50,0,1,0,0,1,1,0,5.1,11,8,8,3,1,2,.440,2016,Joe Musgrove
Overstock.com Coliseum,1.69,0,0,0,0,1,1,0,5.1,2,1,1,0,3,4,.118,2016,Joe Musgrove
PNC Park,11.25,0,1,0,0,1,1,0,4.0,8,5,5,1,0,2,.421,2016,Joe Musgrove
